Titel,Jahr,Ort,Schwerpunkt,VeranstalterInstitut,VerstanstalterStandort,Sponsor,SponsorStandort,SponsorBetrag,VortragThema,VortragTeam,VortragTeamleiter,VortragInstitut,VortragStandort
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Entwicklung von Quantenalgorithmen für Big Data,Quantensimulation,Dr. Felix Keller,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Nanomaterialien für die Quantenbildgebung,Nanomaterialien,Prof. Dr. Daniel Weber,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Der Einsatz von Quantencomputern in der Pharmaforschung,Quantencomputing,Dr. Lara Meier,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Globaler Vergleich von Klimaschutzmaßnahmen,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Innovationen im Abfallmanagement und Recycling,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Verhinderung des Verlusts von Biodiversität durch urbane Expansion,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Nachhaltige Landwirtschaft als Lösung für den Klimawandel,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Wassermanagement zur Reduktion von Wasserknappheit,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Wissenschaftliche Modelle zur Bekämpfung von Sturzfluten,Klimadynamik,Dr. Anna Müller,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Zusammenhang zwischen Meeresströmungen und Klimawandel,Atmosphärische Modellierung,Prof. Dr. Michael Schmidt,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Korrelation von Klimadaten mit landwirtschaftlichen Erträgen,Klimadatenanalyse,Dr. Julia Wagner,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Entwicklung von Frühwarnsystemen für Naturkatastrophen,Klimadynamik,Dr. Anna Müller,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Voraussagen für den globalen Meeresspiegelanstieg,Atmosphärische Modellierung,Prof. Dr. Michael Schmidt,Institut für Klimaforschung,"Potsdam, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Genetische Grundlagen von Autoimmunerkrankungen,Genomforschung,Dr. Lisa Hoffmann,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Geneditierung zur Heilung von Erbkrankheiten,Biotechnologie,Dr. Thomas Becker,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Fortschritte in der Immuntherapie,Zelltherapie,Prof. Dr. Peter Krause,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Die Zukunft der CRISPR-Technologie in der Medizin,Zelltherapie,Prof. Dr. Peter Krause,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Verborgene Potenziale der synthetischen Biologie,Biotechnologie,Dr. Thomas Becker,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Schutz von Korallenriffen in tropischen Regionen,Marine Biodiversität,Dr. Katharina Schulz,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Interaktion von Fischen und Mikroorganismen im Ozean,Aquatische Ökosysteme,Dr. Stefan Lehmann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Aufbau von Widerstandsfähigkeit gegen Sturmfluten,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Sichere Maßnahmen zur Vermeidung von Küstenschäden,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Biodiversitätsverluste und ihre Folgen für das Ökosystem,Marine Biodiversität,Dr. Katharina Schulz,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Untersuchung von Wettermustern in verschiedenen Klimazonen,Klimadynamik,Dr. Anna Müller,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Einfluss von Aerosolen auf das Wetter,Atmosphärische Modellierung,Prof. Dr. Michael Schmidt,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Langfristige Veränderungen in der globalen Temperatur,Klimadatenanalyse,Dr. Julia Wagner,Institut für Klimaforschung,"Potsdam, Deutschland"
Klimadynamik und Extremwetter,2024,Berlin,Klimamodelle und Extremwetterereignisse,Institut für Klimaforschung,"Potsdam, Deutschland",Climate Future Foundation,Deutschland,150000,Modelle zur Abschwächung von Extremwetterereignissen,Atmosphärische Modellierung,Prof. Dr. Michael Schmidt,Institut für Klimaforschung,"Potsdam, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,CRISPR-Technologie in der personalisierten Medizin,Biotechnologie,Dr. Thomas Becker,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Ethische Implikationen der Genomveränderung,Genomforschung,Dr. Lisa Hoffmann,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Revolution der Zelltherapien bei Krebsbehandlungen,Zelltherapie,Prof. Dr. Peter Krause,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Genetische Zelltherapien für seltene Krankheiten,Zelltherapie,Prof. Dr. Peter Krause,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Neue Entdeckungen im Bereich der regenerativen Medizin,Biotechnologie,Dr. Thomas Becker,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Innovative Materialien im Küstenschutz,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Auswirkungen des Klimawandels auf die Meeresbiodiversität,Marine Biodiversität,Dr. Katharina Schulz,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Erhalt von Mangroven und Korallenriffen,Aquatische Ökosysteme,Dr. Stefan Lehmann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Modellierung von Küstenerosion und Schutzstrategien,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Einfluss von Mikroplastik auf die marinen Lebensräume,Marine Biodiversität,Dr. Katharina Schulz,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Neue Perspektiven in der Quantenverschlüsselung,Quantencomputing,Dr. Lara Meier,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Nanomaterialien für die Quantenkommunikation,Nanomaterialien,Prof. Dr. Daniel Weber,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Quantensimulation in der Materialforschung,Quantensimulation,Dr. Felix Keller,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Nanomaterialien in Quantencomputern,Nanomaterialien,Prof. Dr. Daniel Weber,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Fortschritte in der Quantenfehlerkorrektur,Quantencomputing,Dr. Lara Meier,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Internationale Umweltschutzabkommen und deren Umsetzung,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Recycling von seltenen Erden und Rohstoffen,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Lösungen für den Erhalt der Biodiversität in städtischen Gebieten,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Erneuerbare Energiepolitik in der Europäischen Union,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Energiegewinnung aus Abfallstoffen,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Neue Anwendungen in der Humanmedizin,Genomforschung,Dr. Lisa Hoffmann,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Forschung zu regenerativen Küstenschutztechnologien,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Nanomaterialien für zukünftige Computergenerationen,Nanomaterialien,Prof. Dr. Daniel Weber,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Wiederherstellung von Land-Ökosystemen,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Schutzmaßnahmen für Küstenregionen,Küstenschutz und Erosionsforschung,Prof. Dr. Andreas Neumann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Biodiversität in Nord- und Ostsee,Marine Biodiversität,Dr. Katharina Schulz,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Nanomaterialien für die Quantentechnologie,Nanomaterialien,Prof. Dr. Daniel Weber,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Ressourcenmanagement im 21. Jahrhundert,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Erhalt von Biodiversität in Europa,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Innovationen in der Genomforschung,2025,Heidelberg,Genomik und personalisierte Medizin,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland",Genomics Alliance,Schweiz,200000,Zelltherapien für genetische Krankheiten,Zelltherapie,Prof. Dr. Peter Krause,Zentrum für Biomedizinische Innovation,"Heidelberg, Deutschland"
Zukunft der Meeresökosysteme,2024,Kiel,Küstenschutz und Biodiversität,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland",Climate Future Foundation,Deutschland,99999,Veränderungen in aquatischen Lebensräumen,Aquatische Ökosysteme,Dr. Stefan Lehmann,Institut für Meeresökologie und Fischereiwissenschaften,"Kiel, Deutschland"
Quantentechnologie der Zukunft,2024,Zürich,Quantensysteme und Nanophysik,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz",Quantum Leap Technologies,USA,180000,Quantensimulation von Molekülstrukturen,Quantensimulation,Dr. Felix Keller,Zentrum für Quantentechnologie und Nanophysik,"Zürich, Schweiz"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Climate Future Foundation,Deutschland,100000,Politik für nachhaltigen Wandel,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Globaler Vergleich von Klimaschutzmaßnahmen,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Innovationen im Abfallmanagement und Recycling,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Verhinderung des Verlusts von Biodiversität durch urbane Expansion,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Nachhaltige Landwirtschaft als Lösung für den Klimawandel,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Wassermanagement zur Reduktion von Wasserknappheit,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Internationale Umweltschutzabkommen und deren Umsetzung,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Recycling von seltenen Erden und Rohstoffen,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Lösungen für den Erhalt der Biodiversität in städtischen Gebieten,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Erneuerbare Energiepolitik in der Europäischen Union,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Energiegewinnung aus Abfallstoffen,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Wiederherstellung von Land-Ökosystemen,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Ressourcenmanagement im 21. Jahrhundert,Nachhaltige Ressourcen,Dr. Fabian Keller,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Erhalt von Biodiversität in Europa,Ökosystemmanagement,Dr. Sarah Jung,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
Nachhaltigkeitsstrategien für die Zukunft,2024,Stockholm,Ressourcenmanagement und Ökosysteme,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden",Sustainable Development Network,Schweden,130000,Politik für nachhaltigen Wandel,Umweltpolitik,Prof. Dr. Claudia Bauer,Zentrum für Umwelt- und Nachhaltigkeitswissenschaften,"Stockholm, Schweden"
